comment,y_true,y_pred
sài number tháng máy hiện chậm lag chơi bupg pin tạm ổn cam tạm wifi hơi chậm hơn mới mua lần cuối mình sài chip meditek,Negative,Neutral
tất_cả mọi thứ ổn trừ màn_hình ước màn ngon hơn number chút sản_phẩm tuyệt_vời nhất,Neutral,Neutral
máy e tình_trạng viền đen xung_quanh màn_hình s ạ sản_phẩm quá tệ pin trâu xuống cực nhanh gọi còn tối đen mấy phút xg mới dc,Negative,Negative
tất_cả tốt ngoại_trừ pin sạc quá lâu number tiếng đầy khá quảng_cáo,Negative,Neutral
mình giờ sử_dụng iphone nay mình mua máy muốn thay_đổi máy tệ hơn quá android xài tệ hơn ios sam sung trượt mở khóa tính_năng khác bằng android thật mọi người ạ,Negative,Negative
máy hình tới numbergb tải vài ứng_dụng cơ_bản thôi máy lag number điểm cảm_ứng máy facebook lướt một_vài phút out game khỏi nói chả nào chiến android number vui tải game hay ứng_dụng về chưng thôi dùng nổi thề thà numbertr mua tay cũ xíu ngon hơn máy mua number tuần thay liền ấm_ức chịu nổi,Negative,Negative
tốt nhu_cầu cơ_bản game tác vụ nặng samsung giá rẻ nó v thương_hiệu,Positive,Positive
điện_thoại xài bền chơi game ổn camera tuyệt chip mượt pin trâu còn sạc nhanh,Positive,Positive
mọi thứ tốt mình sd number tháng number vấn_đề k hiểu sao ng đánh_giá thấp,Positive,Positive
mới đổi thứ nhất chuẩn đổi thứ hai thứ nhất lỗi khuôn_mặt thứ hai lòi came còn ji ok,Negative,Neutral
tốt nhân_viên nhiệt_tình sp k hiện biểu_tượng cắm tai_nghe stt ngon trong tầm giá,Positive,Positive
tôi mua đc hơn numbertháng mọi thứ sử_dụng okchỉ mở khóa vân tay nhạy lắmđã cập_nhật phiên bảnmáy ko chơi game mạng chạy nhanh sin béchid hí,Positive,Neutral
ngon trong tầm giá tuy vuốt ko thoải tìm ứg dụg lắm nhưg giá number triệu mjh thấy ok rôi nhưg về lâu_dài ko bjet ntnrất mog nó bền ít_nhất numbernăm,Negative,Positive
điện_thoại tưởng ngon ai_ngờ ngon tưởng pin tạm ổn phím bấm nảy cao ok nhạc to êm rè nhìn chắc_chắn máy nhạy bấm im thao_tác nhanh nhân_viên nhiệt_tình numbersao,Positive,Positive
quá tốt trong tầm giá anh_chị nhân_viên vui_vẻ nhiệt_tình_cảm_ơn tgdd,Positive,Positive
máy đẹp mình mua màu xanh mặt lưng nhìn đẹp màn_hình to đẹp mình lướt fb xem youtube mượt mua trả_góp number nữarất phù_hợp sinh_viên nha bạn,Positive,Positive
kiểu_dáng đẹp pin sạc nhanh đầy nhanh hết pin mở máy bằng vân tay chán hết chỗ nói ấn number lần number nói_chung bình_thường giá tiền,Positive,Negative
máy xài ổn trong tầm giá mặc_dù hơi lag tí giá ok một máy tầm trung,Positive,Positive
chơi game hay đứng k tự đc bấm về giao_diện chính pin xuống nhanh bù sạc ok,Negative,Neutral
xài đc number tháng đánh liên_quân ok giờ pin tụt nhanh quá à tìm ốp lưng đẹp máy,Neutral,Positive
toàn bọn dùng cục gạch dùng cảm_ứng bao_giờ đéo biết xài đổi lọ nói nhăng xằng,Negative,Negative
hài_lòng xứng_đáng mua ở tầm giá pin trâu cam chụp đẹp chơi game ngon vân tay nhạy,Positive,Positive
mới lấy máy trưa cảm_thấy máy mượt pin thấy ổn mình thích cách phục_vụ đmx number sao,Positive,Positive
màn_hình hơi ám vàng nhẹ loa âm_âm_thanh lớn giá quá rẻ đòi_hỏi,Negative,Positive
xài ngon bền video full hd kết_nối tivi chuẩn chiếu ứng_dụng fb zl game tất_cả tivi sáng,Positive,Positive
máy sài ngon mượt giá còn mềm thiết_kế đẹp máy cầm nhẹ_nhàng tay pin trâu công_nghệ sạc nhanh,Positive,Positive
nhân_viên tận tìnhnhiệt tình tư_vấn hỗ trợsản phẩm mượtvừa mua nãynhưng tiếc chạm number điểm màn hìnhcòn ok hết,Positive,Neutral
máy tôi mới mua về mới ngày tự rớt cuộc_gọi khắc_phục mới lần ko,Negative,Positive
dùng number tháng thấy ổn dùng mượt chơi game ngon antutu numberk khủng camera đẹp chấp_nhận màn_hình lâu_lâu hiện_tượng bóng mờ burnin,Positive,Positive
nói_chung thời_gian tôi xài máy tốt manh mẻ chơi mượt pin trâu ko j chê khung viền máy dễ trầy_xước quá thôi con_thứ ok,Positive,Positive
loa chói tai quá lỗi chung hay máy mình ko biết pin ko đc trâu lắm máy mượt đẹp độ sáng hơi tối hãng khác chỉnh sáng cao lắm mới bằng mức trung_bình máy khác,Negative,Neutral
sản_phẩm xài mượt chơi game hơi ấm pin trâu sạc pin nhanh nói_chung ngon nhân_viên tư_vấn điện_thoại ở đường number tân kì tân quý nhiệt_tình_cảm_thấy hài_lòng,Positive,Positive
mọi người ko biết cách dùng hay ấy đặc_biệt đón chíp helio gnumbert chạy game liên_quân gần bằng iphone numberlướt webyoutube messenger ko tính chơi game pin number hơn number tiếng trong tầm number triệu quá hời dòng xiaomi con mình mua tgdd đấy nhé dùng dòng điện_thoại chê em đc tóm cá_nhân mình nhận_xét xiaomi notes number pro iphone đệ nhị,Positive,Negative
mới mua về number vài lỗi lặt_vặt mình xài con oppo fnumber pin con mình ko thấy trâu hơn oppo fnumber j mấy còn chơi game ok,Negative,Negative
ở tầm giá chắc ko ai nổi vsmart bây_giờ giá rẻ chíp ngon vs còn xiaomi bắt trend giá mây_xanh,Positive,Positive
tắt chế_độ hẹn giờ bậttắt máy đi đọc cmt mắc cười sụp nguồn đồ,Negative,Negative
sạc nóng number wifi bắt kém thường_xuyên ngắt ko rõ lý trải nghiệm tệ,Negative,Negative
mua máy ngày number đến number đổi number máy mata wiffi tự_động trong đánh game liên_quân gọi messages camera tối hùthấy hàm_răng ko bên hãng chơi cách khác phục nào đc về wiffi k ạchán quá ạđổi máy thứ number đấy,Negative,Negative
máy xài cực_kì mượt sạc pin nhanh chơi game khỏi bàn camera cưc kì nét video chống rung quá tốt kèm màn numberk vs numberhz khỏi bàn khuyên mn mua về xài mới bít đc mượt cở nào,Positive,Positive
sd gần tháng cảm_thấy hài_lòng về em camera khá ổn chị tiếc khác loa ko dc tớ lắm nói_chung ok nvtgdd tư_vấn nhiệt_tình đáo vui_vẻ,Positive,Positive
game lag nói_chung ko chơi lq đk sp thực kém khuyên chân_thành mua hối_hận number muốn chơi game ko ngon tý nào giật lag còn giải_trí loa chán,Negative,Negative
sài samsung cnumberpro nghe dt mới chay đổi ai_ngờ quá thất_vọng luôn sài dòng samsung nghe nhân_viên quảng_cáo ngon mua number luôn lẻ bỏ luôn,Negative,Negative
dùng numberthời gian camera đèn led lỗi dùng đượcchơi game tạm hay mất thông_tin,Negative,Negative
mua dt redmi notenumber sử_dụng dc number tháng nói_chung ko phàn_nàn mua redmi notenumber,Positive,Negative
sản_phẩm quá tuyệt_vời pin trâu cấu_hình mạnh sản_phẩm đẹp khoong chê trong tầm giá,Positive,Positive
mình mua được tháng rồi máy nói_chung được chơi game thì đứng liên_tục rất là chán,Neutral,Negative
sản_phẩm dùng tốt pin khoảng numberh dùng liên_tục dùng number tháng thấy lỗi ios number,Neutral,Positive
máy ok cục sạc lâu number tiếng numbermình lấy cục sac huawei sac nhanh monh tgdd khắc_phục về cục sạc nha,Neutral,Negative
máy dùng tốt pin ổn chơi game nóng máy hiện_tượng giật lag mặt lưng sao giống bằng nhựa quá,Neutral,Neutral
number tuần sử_dụng thấy thất_vọng về quả pin number ko hao pin nhanh chơi game hơi giật nói_chung sai_lầm lựa_chọn anumber huawei đùng còn thích hơn,Negative,Negative
điện_thoại đơ hết khả_năng luôn mức giá kém hơn oppo anumbers thất_vọng ghê_gớm về samsung,Negative,Negative
cảm_biến vân tay quá kém mọi chức_năng khác ok mình mua giá km numberk giờ number k ai dự_định mua đắn_đo chút,Negative,Neutral
máy ok chơi game mượt ko lag nt gọi điện ok ko nói giá_cả phù_hợp sinh_viên mọi người lmj chê ghê thế tui thấy ok,Positive,Positive
trải nghiệm sản_phẩm vượt mong_đợi dùng hôm_nay dùng thêm number dt samsung quảng_cáo quá khách_hàng người đánh_giá chính_xác nhất,Positive,Positive
k chê luôn chụp hình đẹpsạc nhanhpin trâu nữamình chơi liên_quân thấy ngon k tưởng,Positive,Positive
mình mới mua iphone numberplus number gh ở điện_máy xanh kim đong hưng yên ngày hôm mình sạc lần đầu ý hôm_nay mình dùng còn numberbin đi làm về numbergio mình cam sac đến tận numbergio number mới đầy làm_sao quá lâu đúng ạnumbergio number mới numberbinmong bạn giải_đáp_ho,Negative,Neutral
thiết_kế đẹp cấu_hình tốt màn_hình đẹp chụp hình ko tệ giá pin trâu sạc nhanh quá đỉnh dùng đc number tháng ko chê mua mấy con cấu_hình mắc hơn hãng khác mới chuyển samsung sang oppo bây_giờ fan vivo,Positive,Positive
sản_phẩm quá tệ dùng number tuần cảm_thấy ức_chế muốn đập a number thua cả con jnumber number củ,Negative,Negative
mới mua được number ngày máy chạy ứng_dụng rất nóng pin nhanh hết để cũng tụt phần_trăm pin còn lại đều ổn,Negative,Negative
tuyệt_vời cấu_hình ổn pin trâu màng đẹp camera ok trong tầm giá ko j chê cả anh_em nào chơi pupg ko mua nha đt cày liên_quân đc thôi,Positive,Positive
sản_phẩm thích đúng nhu_cầu sử_dụng hiện mình cấu_hình mạnh chụp hình đẹp pin sử_dụng lâu nhân_viên nhiệt_tình,Positive,Positive
tốt nhất ko mua hãy sập nguồn tôi đổi máy mới mất number phần_trăm tiền máy đổi xong mấy mới nạn realme numberi,Negative,Negative
đổi con máy thứ number con đầu đơ camera k chụp hình d còn con_thứ number bật wifi ok đến tắt màn_hình wifi tắt luôn mặc_dù k tắt_wifi,Negative,Negative
máy tuột pin nhanhnóng khủng khiếpmở nhạc thì rung cả màng hình hic,Negative,Negative
máy hay dơ loạn cảm_ứng nửa mọi người cân_nhắc_kỷ mua em nónếu mang bệnh_tức,Negative,Negative
mình mới mua máy number tháng thấy máy bắt wifi numberg kém thỉnh_thoảng khởi_động mới pin nhanh hết thất_vọng mua máy mọi người mua,Negative,Negative
máy ngon thật phần_mềm còn hơi lỗi chơi game vs nghe nhạc diều tốt máy còn mượt,Positive,Positive
sản_phẩm tuyệt number tháng dùng tốt hơn hàng trung_quốc trong tầm giá cgo number sao hàng việt_nam,Positive,Positive
máy êm mượt chơi game ok chơi liên_quân ổn pin tuột hơi nhanh chút sao,Neutral,Neutral
lời khuyên chân_thành dành bạn nào muốn mua máy chơi game sóng cực yếu mua đến giờ bao_giờ thấy đầy cả chơi lag bực còn chat trong game v sao thu nhỏ,Negative,Negative
máy đẹp chơi pubg mượt lướt hay đơ máy thỉnh_thoảng mình chơi pubg hiện_tượng nhấn nút bắn k nhạy lướt web đọc truyện đơ màn_hình máy nhanh nóng chụp hình dù mình cầm_chắc máy báo làm sắc nét bức ảnh vui_lòng cầm_chắc máy k biết lỗi,Negative,Negative
sao number ngày trải nghiệm pin trâu sạc numberh mới đầy tôi thấy dt xài hay đứng máy loi,Negative,Negative
snumber máy ngon chạy vài năm ưng_ý dòng máy bền_vững,Positive,Positive
mới rinh về hôm wa luôn dùng thấy pin nhanh hết cảm_biến vân tay nhạy lắm face quá ok luôn chụp hình ảo dịu vê lờ dành thánh_sống ảo mấy thánh biết chụp nè giá tầm đòi_hỏi xịn xò tự sản_xuất dùng nha mấy thánh,Negative,Positive
mình thấy tốt nhỏ gọn ios mượt hài_lòng nhân_viên điện_máy xanh xã mỹ hạnh nam gần phúc an cyty đức hoà long_an,Positive,Positive
máy chạy ổn chụp ảnh rõ bình_thường chơi zalo cả fb em chơi game bây_giờ thấy chạy tốt lỗi,Positive,Neutral
mình mới mua con ngày hôm thử nghe nhạc êm âm_thanh pass nghe ấm mình ở trong hẻm wifi xài numberg gọi message rõ chụp hình đẹp mới trải nghiệm nhiêu ah nhân_viên điện_máy xanh nhiệt_tình chờ lâu chút bé nv xin_lỗi hoài sợ mình chờ_đợi nói_chung mua ở dmx thích nhất,Positive,Positive
mới mua đc number tháng giảm hơn numbertr hajzzz rớt_giá nhanh quá còn về phần máy xài ok,Neutral,Neutral
cực_kỳ tốt lun ấy camera selfie hơi thất_vọng tí cam cực_kỳ tốt dùng chụp ảnh phong_cảnh tốt cực_kỳ đấy mấy ông mấy bà,Positive,Positive
chơi games lag lướt web giật lag number kiện pin trâu màn_hình giọt đẹp thích cấu_hình lắm,Positive,Positive
tốt tuy_nhiên mình muốn hỏi máy mua dán chống trầy hay cường_lực ạ,Positive,Neutral
pin numbermah k trâuxài tầm number ngày hếtmặc dù k chơi game lướt fb xem youtube đóng hết tất_cả ứng_dụng chạy ngầm bật mode tiết_kiệm pin,Negative,Neutral
thất_vọng camera đúc túi quần xước mạng tốc_độ cao rùa vậywafi bắt ko bằng iphone number,Negative,Negative
tốt nhất trong tầm giá nhân_viên thu_ngân tư_vấn nhiệt_tình vv mình mua sáng nay trải nghiệm về cấu_hình hiệu_năng tầm giá numbertrnumber k hãng nào bằngkhuyên mọi ng mua trải nghiệm,Positive,Positive
máy mới mua number ngày nghe nhạc đột_nhiên màn_hình tắt đem máy đối nv đmx bảo gửi thẩm_định bảo máy vô nước đối trả tiền number triệu thất vong vô,Negative,Negative
máy bố_mẹ tặng mình xài mới number tháng máy lag cực_kì mới mua xài oke number tuần ko hiểu sao máy lag cực_kì còn vân tay ko nhạy ko nói hung về độ nhạy ko bằng jnumber pro tuy đời cũ nà xài còn oke hơn,Negative,Positive
nhìn máy chắc_chắn hơn đẹp chơi game đồ hoa cao nét nói_chung chụp ảnh ok,Positive,Positive
thua con anumber number thất_vọng quá tệ luôn máy nhanh hết pin mặc_dù k dùng mấy camera lóa loa bé vân tay đc kchán,Negative,Negative
