comment,sentiment,main_aspect,n_star,aspects_list
dùng number ngày thấy cảm_ứng k nhạy lắm,Negative,FEATURES,4,"[('FEATURES', 'Negative')]"
máy tệko chơi nổi free firephí tiềnko bằng con oppo neonumberloa ko co nghe nhạc trong,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
camera chụp hình đẹp rõ mặc_dù mặt mụn nhiều loa tặng nghe rất lớn_tiếng lần đầu_tiên sử_dụng hãng huawei mình chỉ có_thể nói vậy thôi,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('SER&ACC', 'Positive')]"
đt đẹp giá còn rẻ chụp hình đẹp chơi game mượtunumber thích_hợp một smartphone chơi game trong tầm giá number triệu đồng xuất_sắc,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
dùng đc numberth thấy ok chụp hình đẹp kết nhất chụp góc rộng pin ok ghét nhắt tin fb dễ chạm nút home trở về thoát,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
nhìn_chung máy tốtnhưng sao cảm_giác mình dùng nó sụt pin nhanh nhỉ hay mới mua mình sạc pin đủ cả máy chuyên chơi game nhu_cầu_tự sướng giảm bớtvì máy chụp ko đẹp bằng mấy dòng oppolời khuyên mấy bạn nữ muốn selfi đẹp nhé duy_nhất hối_hận mình mua e thôinên trừ number sao về độ nhạy máy tốtlướt mượt nhé,Positive,CAMERA,4,"[('CAMERA', 'Negative'), ('FEATURES', 'Positive'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mọi thứ tốt trừ pin dễ tuột font chữ nhảy ở number vài ứng_dụng mình tgdd hỏi,Negative,BATTERY,3,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
mới dùng number ngày nhìn_chung máy chạy mượthình ảnh đẹpmàn hình lớn cầm tayvân tay nhậynumber sao samsung anumber,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
thiết_kế đẹp tay_cầm mẫu_mã sang_trọng xử_lý nhanh nhân_viên phục_vụ nhiệt_tình chính_sách bảo_hành tuyệt_vời,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('SER&ACC', 'Positive')]"
máy bắt wifi kém mới mua hơn number tháng ở thế_giới di_động sài wifi máy tự ven còn máy bên cạnh sai ok k bao_giờ mua xiaomi,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive'), ('SER&ACC', 'Negative')]"
mua đc number tuần chụp ảnh đẹp chơi game tốt tầm giá tốt ae mua về ko cập nhập quảng_cáo bắt wifi hay nghẽ mạng,Positive,CAMERA,4,"[('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral')]"
chơi game mượt loa kém đêm mất tới numberpin bắt mạng cực kém chụp ảnh xấu sạc lâu chán quá,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative')]"
pin number sao mau tuột pin quá màn_hình kéo_k di bạn ý_định mua con anumber quyết_định thật kĩ hối_hận vô,Negative,SCREEN,1,"[('SCREEN', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative')]"
đã dùng đc khoảng number tháng và thật thất_vọng vân tay chỉ dùng đc number lần đầu_tiên và duy_nhất mở khóa bằng khuôn_mặt lúc đc lúc camera gì xuất_sắc hiện_tại number tháng đã hiện_tượng giật lag phù_hợp với giá hơn numbertr đồng,Negative,CAMERA,2,"[('CAMERA', 'Neutral'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Negative'), ('GENERAL', 'Negative')]"
mới mua dùng number tuần pin hơi tụt dùng ai thấy âm_thanh loa trong loa ngoài hơi bé,Negative,FEATURES,4,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative')]"
máy em lỗi sạc pin sạc tầm numberx pin tự ngắt sạc rút sạc ghim mới sạc tiếp máy mua number đến giờ number tháng thế đổi máy khác em mua trả_góp,Negative,BATTERY,3,"[('BATTERY', 'Negative')]"
iphone apple k chê pin iphone tất_cả dung_lượng thấp iphonex còn cảm_biến vân tay kết_hợp cả vân tay face id nâng thêm dung_lượng pin hoàn_hảo android bao_giờ kịp kk ảnh mình chụp thử_nghiệm thôi nhé,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('BATTERY', 'Negative'), ('SER&ACC', 'Positive')]"
pin khỏe dùng đc lâu máy mỏng nhẹ cầm thích lắm chơi game thoải_mái mạng tốt,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive')]"
sản_phẩm tốtnhân_viên tư_vấn nhiệt_tình pin trâu màu_sắc_đẹp tôi thích sản_phẩm,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
ai xài cài khoá ứng_dụng ko ạ ví_dụ mình muốn khoá một_số ứng_dụng tin nhắnface messagethì làm thế_nào máy cũ oppo neo number mình khoá ok giờ mua máy mới tìm hoài chả thấy khoá màn_hình thôi,Negative,OTHERS,3,[]
sử_dụng ok game nóng lời đồn sạc hai tiếng đầy camera ban_đêm siêu nét pin sử_dụng number tiếng number phần_trăm luôn online đợi thông_báo zalo chơi game mượt ngon cả liên_quân pupg màn_hình đẹp viền mỏng máy hơi nặng thôi mọi thứ ok hết mọi người đừng anti lừa mua ở tgdd j đổi thôi sợ j một nghàn người ms mua nhầm máy lổi mua,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Negative'), ('GENERAL', 'Positive')]"
mới mua hồi sáng về number luôn camera chụp đẹp dung_lượng còn numbergb mình k chơi game tốt,Neutral,CAMERA,5,"[('CAMERA', 'Neutral'), ('STORAGE', 'Neutral')]"
máy đẹp chạy nhanh màn đẹp pin lâu hơn đời trc loa to rõ_ràng mình thích bố_mẹ ko mua,Positive,SCREEN,2,"[('SCREEN', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mình mới chuyển iphons numberp sang em cảm_thấy dùng thích hơn cảm_biến nhảy máy chạy nhanh mượt nhất pin ko chới game number ngày thỏa_mãi ko ông iphons pin chán,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
vân tay quá tệ màn_hình ố vàng pin mau hết camera chụp k nét quá thất_vọng,Negative,SCREEN,1,"[('SCREEN', 'Negative'), ('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative')]"
mua gần number năm nay quay xem còn giá numbertrnumber ok ko samsung hay oppo giá rớt thê_thảm giới_thiệu bạn_bè họ chả mặn tới giá rẻ chất_lượng dù họ thấy toàn lướt fb zalo hỏi chơi game ko ma nào chơi đâu toàn sài iphone samsung oppo hàng xịn vãi,Positive,PRICE,5,"[('PRICE', 'Positive')]"
mua đt xiaomi redmi note number pro sài ôk cách nhân_viên phục_vụ khác hàng quay thấy ko hài_lòng dán keo màng hình đc mấy ngày kêu đc dán ko mất phí kêu mất phí tư_vấn hay làm ns mất thêm phí number sao,Neutral,GENERAL,3,"[('GENERAL', 'Positive'), ('SER&ACC', 'Negative')]"
mình thấy vân tay fake id mở k nhạy đc k mua number ngày test hết,Negative,FEATURES,4,"[('FEATURES', 'Negative')]"
máy chẳng ko lỗi kia chán mình mới mua number bản numberg chạy ok đẹp ngon_lành chơi game mướt_mát tự nhiện sọc màn_hình đổi number ưng đơ máy chơi gảme giật cảm_ứng trễ nhịp,Negative,SCREEN,2,"[('SCREEN', 'Negative'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Negative')]"
đã từng sử_dụng oppo reno numberf chơi game có phần mượt hơn cũng có nhiều lúc đứng máy hoặc văng game có bị lỗi chết máy hoặc chậm máy camera trước cũng lỗi phải tắt nguồn khởi_động lại máy_ảnh chụp chân_dung kê sát mặt sẽ thấy bị lỗ bị nhòe lần đầu chuyển xài oppo cảm_thấy tiếc tiền,Negative,CAMERA,2,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Neutral'), ('PRICE', 'Negative')]"
máy nhỏ gọn phù_hợp đối ng thích máy nhỏ nhu_cầu sd cơ_bản mình sử_dụng nghe gọi fbzl youtube lướt web pin ổn máy number sim tiện ko thể tả mình mua màu đỏ đẹp mượt,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive')]"
number sao máy sài ok pin trâu mượt ko j hết_mình ko chơi game ko big lag hay ko nv hỗ_trợ tốt trong giúp chọn máy tốt sài,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
pin numberk ha nhah âm_lượng thoại nghe bé còn thứ khác trong tầm giá k chê,Negative,FEATURES,4,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Neutral')]"
sản_phẩm android phân khúc giá thể diễn_tả bằng hai ăn_đứt,Positive,PRICE,5,"[('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mình mua gần tháng number sài quá ok ji de chê luôn cập_nhật ngon hơn,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
e muốn mua vmastz joynumber camera trước chụp hình đẹp k chịe định mua vs lại cửa_hàng bên hòa long còn sản_phẩm này k ạ,Negative,OTHERS,5,[]
mua hôm_nay ưng_ý giảm_giá number triệu pmh number triệu nhân_viên phục_vụ tốt,Positive,PRICE,5,"[('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy sài tốt mượt liên_quan numberfps nhận viên nhiệt_tình tuyệt_vời tôi ủng_hộ dài_dài,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sản_phẩm number tuần mình sử_dụng về camera ok sài về âm_thanh đối mình thấy tạm về game bao mượt chiến thoải_mái túm máy sài tốt,Positive,CAMERA,4,"[('CAMERA', 'Neutral'), ('FEATURES', 'Neutral'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
sản_phẩm dùng tốt minh mua sp mới đến giờ dùng thấy ổn hài_lòng,Positive,GENERAL,5,"[('GENERAL', 'Positive')]"
cảm_nhận tốt thử dùng number tháng xem sao nói chung ban_đầu vậy ổn,Positive,GENERAL,5,"[('GENERAL', 'Positive')]"
máy hay bik chậm camera k quá nhòe chụp xấu thua cả oppo fnumber v number mp,Negative,CAMERA,2,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Negative')]"
k hài_lòng number chút nào bạn nào chơi pupg thấy quá hao pin k chơi dk number trận nóng máy giật lag,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
máy mình mua number tuần xài quá ok nói_chung mình đòi_hỏi dòng máy giá rẻ mình nó quá ổn trong tầm giá nhân_viên phục_vụ tận_tình chu_đáo,Positive,PRICE,4,"[('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
hôm_nay mình mới lấy về nhượt điểmhiện laz nhẹ nhận_diện khuôn_mặt nhạy lắmcài cân_bằng sáng bi lỗiưu điểm came totpin zin lâu hếtgame thì mình testtiền nào giá máy nhìn đuợc đẹp nhu quảng_cáo,Negative,SCREEN,5,"[('SCREEN', 'Negative'), ('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Negative'), ('DESIGN', 'Negative'), ('PRICE', 'Neutral')]"
mượtcam xịnsạp nhanh khoảng mấy phút đầy pin rồivân tay nhạy bénâm thanh nghe oknói chung sản_phẩm dùng,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
tạm ổn camera ở mức khámàn hình mấy ứng_dụng k rõ lắmđược pin trâu màn_hình bựkhi thông_báo tới màn_hình k bậtkhông quay màn_hình dctầm giá mn mua vivo,Neutral,SCREEN,3,"[('SCREEN', 'Neutral'), ('CAMERA', 'Neutral'), ('BATTERY', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Neutral'), ('SER&ACC', 'Positive')]"
đầu_tiên mây thiết_kế đẹp_mắt vs cụm number camera màn_hình number inch bắt_mắt thích_thú vs viên pin number mah ko lo về vấn_đề hết pin hay dùng sạc dự_phòng kèm con chip snapdragon numberg tiết_kiệm hiệu_năng chơi game xem phim lướt wep mượt giá_cả chăng vs người dùng điểm em thích nhất về viên pin number mah máy tóm red mi note numbers xứng_đáng siêu phẩm năm number,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
sản_phẩm tốt ạ e xài đc number tháng khá ok chiến liên_quân tốt nhạc lớn bắt wifi numberg mạnh nói_chung mức giá number quá ok,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
ai chơi pubg lỗi ném bom k chỉnh đc ném đc number chỗ muốn ném cao hơn nhả bom chỉnh,Negative,PERFORMANCE,3,"[('PERFORMANCE', 'Negative')]"
máy ok giá rẻ lỗi wifi lỗi cảm_ứng chạm màn_hình number điểm trở xảy hiện_tượng giật lag cải_thiện mong bản vá mới khắc_phục,Positive,FEATURES,4,"[('FEATURES', 'Negative'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
sản_phẩm mẫu_mã nhìn đẹp máy dùng mượt video chụp ảnh bình_thường đặc_biệt chụp ảnh buổi tối cực xấu mờ,Positive,CAMERA,5,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive')]"
mua máy tgdd dc number ngày cảm_thấy hài_lòng máy đẹp pin trâu sạc nhanh ko nóng máy nhân_viên tư_vấn nhiệt_tình,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
thực nói sản_phẩm tệ_hại mình ko muốn nói tiền nào lấy thật quá tệ lựa_chọn khác giá tiền ngang nhau hy_vọng sản_phẩm_giá rẻ giành phụ_huynh tốt hơn chất_lượng hơn cảm_ơn,Negative,PRICE,1,"[('PRICE', 'Neutral'), ('GENERAL', 'Negative')]"
sao máy google play google photo lag còn chơi game mượt ứng_dụng google toàn lỗi,Neutral,PERFORMANCE,1,"[('PERFORMANCE', 'Neutral')]"
mới mua ở điện_máy xanh xong mọi thứ hiện ổn thể đánh_giá hy_vọng siêu phẩm mới trong tầm giá gọi tạm chấp_nhận,Positive,GENERAL,4,"[('GENERAL', 'Positive')]"
e hỏi e mới mua sạc nó hiện number thanh sắm sét sạc nhanhsao bây_giờ sạc còn number thanh sắm sét pin lâu,Neutral,BATTERY,4,"[('BATTERY', 'Neutral')]"
numberh sử_dụng number thôi tuyệt tuy_nhiên vân tay còn chậm nhug k sao chơi game tốc_độ ổn_định k giat lag ae ai chụp hình tốt chơi game ngon mua con,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Neutral'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
nói_chung ơn mới mua biết chất_lượng thế_nào wifi bắt hỏi yêu tâm già chấp_nhận dc mong việt nam ngày phát_triển mảnh hồn mặt_hàng tốt hơn người việt đung hàng viếtnhân viên phục_vụ nhiệt_tình vui_vẻ tăng number sao dù một sao,Positive,FEATURES,4,"[('FEATURES', 'Neutral'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
pin cực trâu chơi game liên_tục number tiếng còn number máy mượt j chê mấy bác sài máy number tr còn đòi_hỏi j,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive')]"
nhấn phím âm_lượng phím nguồn chụp ảnh đc còn ok bây_giờ làm_sao vuốt chụp ảnh bất_tiện quá,Neutral,PERFORMANCE,4,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
mua máy về đc number tuần hài_lòng về notenumber mọi thứ mượt nhưg hinh cảm_biến vân tay ko đc nhạy lắm fai,Positive,FEATURES,5,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mới mua ko tặng giờ quà tặng dùng đc tiếc ko samsung pay vỏ bằng nhựa dễ trầy mặc_dù đeo ốp còn mọi thứ okgiá tàm hơi mắc nói chubg thích mua thui,Negative,DESIGN,3,"[('DESIGN', 'Negative'), ('PRICE', 'Negative'), ('GENERAL', 'Positive'), ('SER&ACC', 'Negative')]"
xai tốt nhamình mới mua xài đẹp quá trời rat thich thái_độ nhân_viên điện_máy xanh tuyệt_vời ông mặt_trời luôn,Positive,DESIGN,5,"[('DESIGN', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
realme number tốt trong phân khúccam chụp đẹpphin sạc nhanhlướt web fb zalo youtube bao mượt mànhược điểm một_chút màn_hình hơi tối fun hết độ sáng ngoài_trời mờ còn mọi thứ ổn trong tầm giá,Positive,SCREEN,5,"[('SCREEN', 'Negative'), ('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
pin còn nhìn trâu hơn honor play cơ time chờ cam tùy_trình người chụp,Positive,CAMERA,5,"[('CAMERA', 'Neutral'), ('BATTERY', 'Positive')]"
mình mua máy màu đen mẫu_mã đẹp cấu_hình chạy nhanh chạy mượt ít hao pin chụp hình đẹp bộ_nhớ lưu_trữ,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('STORAGE', 'Positive'), ('DESIGN', 'Positive')]"
loạn cảm_ứng bàn_phím nhắn_tin khác chíp number còn thua number hối_hận mua máy,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative')]"
thừa_nhận xs numberhbvẫn tuyệt_vời mới mua hôm numbertheo cảm_nhận riêng mình đẹp vặn dung mượt nhạy camera tốthiệu năng quá đỉnh,Positive,CAMERA,4,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
máy mua mơi hàng tới giờ ok camera hơi k nét chơi game khỏi bàn ok,Positive,CAMERA,4,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
